물품,토큰,계약금액,계약일
2020학년도 수시모집 실기고사 물품,"['학년', '수시', '모집', '실기', '고사', '물품']",1221000,2019-10-15
부서 사무용품,"['부서', '사무', '용품']",445530,2019-10-15
총학생회 소모품,"['총학생회', '소모품']",671480,2019-10-15
인간 유전체 연구센터 복합기 토너,"['인간', '유전체', '연구', '센터', '복합기', '토너']",705000,2019-10-15
5호관 물리학과 실험실 콘센트,"['호관', '실험실', '콘센트']",1936000,2019-10-15
2020학년도 수시모집 실기고사 물품,"['학년', '수시', '모집', '실기', '고사', '물품']",1221000,2019-10-15
방화문 안내 스티커,"['방화', '안내', '스티커']",770000,2019-10-15
2019년도 INU 한마음체육행사 사용 문구류,"['한마음', '체육', '행사', '사용', '구류']",1487000,2019-10-16
기초교육원 시험용품,"['시험', '용품']",903200,2019-10-16
복사기 토너,"['복사기', '토너']",556600,2019-10-16
인간 유전체 연구센터 복합기 토너(행정실 공용),"['인간', '유전체', '연구', '센터', '복합기', '토너', '행정', '공용']",439050,2019-10-16
(생명공학전공)실험실습재료(Tri-RNA Reagent),"['실험', '실습', '재료']",63000,2019-10-16
2019년도 INU 한마음체육행사 도시락,"['한마음', '체육', '행사', '도시락']",7830000,2019-10-16
융합과학기술원 행정실 소모품,"['융합', '과학기술원', '행정', '소모품']",22180,2019-10-16
(분자의생명전공)실험실습재료(Conical tube 외 9종),"['실험', '실습', '재료']",1883200,2019-10-16
융합과학기술원 행정실 소모품,"['융합', '과학기술원', '행정', '소모품']",22180,2019-10-16
2020학년도 수시모집 실기고사에 따른 다과,"['학년', '수시', '모집', '실기', '고사', '다과']",485889,2019-10-16
2019년도 INU 한마음체육행사 시상품(경품),"['한마음', '체육', '행사', '상품', '경품']",2375000,2019-10-16
2020학년도 수시모집 실기고사에 따른 다과,"['학년', '수시', '모집', '실기', '고사', '다과']",485889,2019-10-16
2019년도 INU 한마음체육행사 시상품(상품권),"['한마음', '체육', '행사', '상품', '상품권']",2000000,2019-10-16
(분자의생명전공)실험실습재료(Conical tube 외 9종),"['실험', '실습', '재료']",1883200,2019-10-16
2019년도 INU 한마음체육행사 사용 문구류,"['한마음', '체육', '행사', '사용', '구류']",1487000,2019-10-16
기초교육원 시험용품,"['시험', '용품']",903200,2019-10-16
복사기 토너,"['복사기', '토너']",556600,2019-10-16
인간 유전체 연구센터 복합기 토너(행정실 공용),"['인간', '유전체', '연구', '센터', '복합기', '토너', '행정', '공용']",439050,2019-10-16
2019년도 INU 한마음체육행사 도시락,"['한마음', '체육', '행사', '도시락']",7830000,2019-10-16
(생명공학전공)실험실습재료(Tri-RNA Reagent),"['실험', '실습', '재료']",63000,2019-10-16
2019년도 INU 한마음체육행사 시상품(경품),"['한마음', '체육', '행사', '상품', '경품']",2375000,2019-10-16
2019년도 INU 한마음체육행사 시상품(상품권),"['한마음', '체육', '행사', '상품', '상품권']",2000000,2019-10-16
2019년도 INU 한마음체육행사 기념품(타월),"['한마음', '체육', '행사', '기념품', '타월']",5300000,2019-10-17
(생명과학부-생물학기초)실험실습재료(자),"['생물학', '기초', '실험', '실습', '재료']",10000,2019-10-17
화이트보드용 필름,"['화이트보드', '필름']",10600,2019-10-17
이동식퍼걸러(휴게벤치) 파라솔 천막,"['이동식', '휴게', '벤치', '파라솔', '천막']",2816000,2019-10-17
부서운영 물품,"['부서', '운영', '물품']",17290,2019-10-17
부서운영 사무용품,"['부서', '운영', '사무', '용품']",9900,2019-10-17
이동식퍼걸러(휴게벤치) 파라솔 천막,"['이동식', '휴게', '벤치', '파라솔', '천막']",2816000,2019-10-17
화이트보드용 필름,"['화이트보드', '필름']",10600,2019-10-17
기계공학과 교육용기자재 (미니로봇팔제어시스템),"['교육', '용기', '자재', '미니', '로봇', '제어', '시스템']",7700000,2019-10-17
부서운영 사무용품,"['부서', '운영', '사무', '용품']",9900,2019-10-17
기계공학과 교육용기자재 (초고진공분석시스템장착용챔버),"['교육', '용기', '자재', '초고', '진공', '시스템', '착용']",9500000,2019-10-17
2019년도 INU 한마음체육행사 기념품(타월),"['한마음', '체육', '행사', '기념품', '타월']",5300000,2019-10-17
부서운영 물품,"['부서', '운영', '물품']",17290,2019-10-17
(생명과학부-생물학기초)실험실습재료(자),"['생물학', '기초', '실험', '실습', '재료']",10000,2019-10-17
생활원 게스트하우스 전구,"['생활', '게스트하우스', '전구']",115000,2019-10-17
생활원 게스트하우스 전구,"['생활', '게스트하우스', '전구']",115000,2019-10-17
도시과학대학 홍보용 모니터,"['홍보', '모니터']",7650000,2019-10-17
재무회계팀 물품관리에 필요한 전산용품(왁스레진 리본),"['재무회계', '물품', '관리', '전산', '용품', '왁스', '레진', '리본']",102500,2019-10-18
사회복지학과 수업용 재료(소모품),"['수업', '재료', '소모품']",891960,2019-10-18
사회복지학과 수업용 재료(소모품),"['수업', '재료', '소모품']",891960,2019-10-18
재무회계팀 물품관리에 필요한 전산용품(왁스레진 리본),"['재무회계', '물품', '관리', '전산', '용품', '왁스', '레진', '리본']",102500,2019-10-18
기계공학과 교육용기자재 (무선근전위측정시스템),"['교육', '용기', '자재', '무선', '전위', '측정', '시스템']",20570000,2019-10-18
상설감사장 책상,"['상설', '감사', '책상']",461000,2019-10-18
대학원 학사업무 및 학생지도에 따른 실험실습재료,"['대학원', '학사', '업무', '학생', '지도', '실험', '실습', '재료']",502500,2019-10-20
대학원 학사업무 및 학생지도에 따른 실험실습재료,"['대학원', '학사', '업무', '학생', '지도', '실험', '실습', '재료']",502500,2019-10-20
융합과학기술원 복합기 토너(행정실 공용),"['융합', '과학기술원', '복합기', '토너', '행정', '공용']",220000,2019-10-21
(체육진흥원-시체육회)배드민턴부 훈련물품(운동용품-운동복),"['체육', '진흥', '체육회', '배드민턴', '훈련', '물품', '운동', '용품', '운동복']",2287290,2019-10-21
(생명과학부-생물학기초)실험실습재료(오징어),"['생물학', '기초', '실험', '실습', '재료', '오징어']",9900,2019-10-21
2020학년도 수시모집 실기고사에 따른 입시물품,"['학년', '수시', '모집', '실기', '고사', '입시', '물품']",458250,2019-10-21
문화자치위원회 소모품,"['문화', '자치', '위원회', '소모품']",146200,2019-10-21
(체육진흥원-시체육회)배드민턴부 훈련물품(운동용품-운동복),"['체육', '진흥', '체육회', '배드민턴', '훈련', '물품', '운동', '용품', '운동복']",2287290,2019-10-21
융합과학기술원 복합기 토너(행정실 공용),"['융합', '과학기술원', '복합기', '토너', '행정', '공용']",220000,2019-10-21
(체육진흥원-시체육회)배드민턴부 훈련물품(운동용품-라켓),"['체육', '진흥', '체육회', '배드민턴', '훈련', '물품', '운동', '용품', '라켓']",1364000,2019-10-21
계절초화(국화),"['계절', '국화']",850000,2019-10-21
동북아국제통상학부 동북아발전연구원 사무용품,"['동북아', '발전', '연구원', '사무', '용품']",149570,2019-10-21
연구혁신팀 현수막,"['연구', '혁신', '현수막']",60000,2019-10-21
(생명과학부-생물학기초)실험실습재료(오징어),"['생물학', '기초', '실험', '실습', '재료', '오징어']",9900,2019-10-21
2020학년도 수시모집 실기고사에 따른 입시물품,"['학년', '수시', '모집', '실기', '고사', '입시', '물품']",458250,2019-10-21
계절초화(국화),"['계절', '국화']",850000,2019-10-21
문화자치위원회 소모품,"['문화', '자치', '위원회', '소모품']",146200,2019-10-21
연구혁신팀 현수막,"['연구', '혁신', '현수막']",60000,2019-10-21
동북아국제통상학부 동북아발전연구원 사무용품,"['동북아', '발전', '연구원', '사무', '용품']",149570,2019-10-21
(체육진흥원-시체육회)배드민턴부 훈련물품(운동용품-라켓),"['체육', '진흥', '체육회', '배드민턴', '훈련', '물품', '운동', '용품', '라켓']",1364000,2019-10-21
[동아리연합회] 소모품,"['동아리', '연합', '소모품']",135700,2019-10-22
[동아리연합회] 소모품,"['동아리', '연합', '소모품']",135700,2019-10-22
예술체육대학 조형예술학부 캔버스 무광 (실험실습비),"['캔버스', '무광', '실험', '실습']",731500,2019-10-22
공과대학 학생회 학생회실 소모품,"['학생회', '학생회', '소모품']",197980,2019-10-22
2019 제2회 스마트시티 국제심포지엄 기념품,"['스마트', '시티', '국제', '심포지엄', '기념품']",2494170,2019-10-22
(분자의생명전공)실험실습재료(RT PCR Master Mix with gDNA Remover 외 2종),"['실험', '실습', '재료']",1987510,2019-10-22
공과대학 학생회 학생회실 소모품,"['학생회', '학생회', '소모품']",197980,2019-10-22
(분자의생명전공)실험실습재료(RT PCR Master Mix with gDNA Remover 외 2종),"['실험', '실습', '재료']",1987510,2019-10-22
인문대학 학생회 비품,"['학생회', '비품']",3297900,2019-10-22
2019 제2회 스마트시티 국제심포지엄 기념품,"['스마트', '시티', '국제', '심포지엄', '기념품']",2494170,2019-10-22
(체육진흥원-시체육회)축구부 훈련용품(축구화),"['체육', '진흥', '체육회', '축구', '훈련', '용품', '축구화']",5480000,2019-10-22
공과대학 학생회 비품,"['학생회', '비품']",621760,2019-10-22
"기계공학과 교육용기자재 (냉난방실험장치, 열전도도 실험장치, 유체실험대)","['교육', '용기', '자재', '난방', '실험', '장치', '열전도도', '실험', '장치', '유체', '실험']",44270000,2019-10-22
예술체육대학 조형예술학부 캔버스 무광 (실험실습비),"['캔버스', '무광', '실험', '실습']",731500,2019-10-22
(체육진흥원-시체육회)축구부 훈련용품(축구화),"['체육', '진흥', '체육회', '축구', '훈련', '용품', '축구화']",5480000,2019-10-22
동아리연합회 비품,"['동아리', '연합', '비품']",2690400,2019-10-22
기계공학과 교육용기자재 (머시닝 개발 설계용 Workstation System),"['교육', '용기', '자재', '시닝', '개발']",9604000,2019-10-23
수목관리 소모품(지주목),"['수목', '관리', '소모품', '주목']",544500,2019-10-24
(법인회계) 영어영문학과 집기비품,"['법인', '회계', '집기', '비품']",371000,2019-10-24
한국어학당 비자심사과정을 위한 사무용품(외장하드 외),"['한국어', '학당', '비자', '심사', '과정', '사무', '용품', '외장하드']",281200,2019-10-24
[비자산구매]정보통신공학과 실험실습재료(마우스외 17종),"['비자', '구매', '실험', '실습', '재료', '마우스']",2932470,2019-10-24
수목관리 소모품(지주목),"['수목', '관리', '소모품', '주목']",544500,2019-10-24
INU어학센터 한국어학당 행정실 운영물품,"['어학', '센터', '한국어', '학당', '행정', '운영', '물품']",84500,2019-10-24
(나노바이오전공)소모품(토너외 3종),"['소모품', '토너']",484000,2019-10-24
주차장 불법주차 예방을 위한 차선규제봉,"['주차장', '불법', '주차', '예방', '차선', '규제']",583000,2019-10-24
학생복지시설 소모품,"['학생복', '시설', '소모품']",282100,2019-10-24
한밭대학교 보직자 방문에 따른 사무용품,"['한밭대', '학교', '보직', '방문', '사무', '용품']",62500,2019-10-24
도시행정학과 실험실습 재료,"['실험', '실습', '재료']",853480,2019-10-24
INU어학센터 한국어학당 행정실 운영물품,"['어학', '센터', '한국어', '학당', '행정', '운영', '물품']",84500,2019-10-24
(나노바이오전공)소모품(토너외 3종),"['소모품', '토너']",484000,2019-10-24
주차장 불법주차 예방을 위한 차선규제봉,"['주차장', '불법', '주차', '예방', '차선', '규제']",583000,2019-10-24
[비자산구매]정보통신공학과 실험실습재료(마우스외 17종),"['비자', '구매', '실험', '실습', '재료', '마우스']",2932470,2019-10-24
예술체육대학 조형예술학부 2합 순지(실험실습비),"['실험', '실습']",257000,2019-10-24
도시행정학과 실험실습 재료,"['실험', '실습', '재료']",853480,2019-10-24
예술체육대학 조형예술학부 2합 순지(실험실습비),"['실험', '실습']",257000,2019-10-24
한국어학당 비자심사과정을 위한 사무용품(외장하드 외),"['한국어', '학당', '비자', '심사', '과정', '사무', '용품', '외장하드']",281200,2019-10-24
